Location,AZ
Solar technology,Photovoltaic (PVWatts)

Name,Value,Unit
Run lifetime simulation,0.0,0/1
Daily average solar irradiance,4.185210352282105,kWh/m2/day
Annual AC output,3561429.591404038,kWh
Annual energy,3561429.5914040455,kWh
Capacity factor,13.55186298098952,%
Energy yield,1187.143197134682,kWh/kW
Location ID,1187.143197134682,
City,1187.143197134682,
State,1187.143197134682,
Latitude,43.09000015258789,deg
Longitude,-74.9000015258789,deg
Time zone,-5.0,hr
Site elevation,390.0,m
Inverter efficiency at rated power,96.0,%
Estimated number of rows in the system,100.0,
Time offset for interpreting time series outputs,0.5,hours
Estimated percent of total completed simulation,99.89726257324219,%
Capacity factor of the interconnection (year 1),0.0,%
Annual Energy AC pre-interconnection (year 1),0.0,kWh
Annual Energy AC (year 1),3561429.5914040455,kWh
Annual Energy loss from interconnection limit (year 1),0.0,%
Annual Energy loss from interconnection limit (year 1),0.0,kWh
Capacity factor of the curtailment (year 1),0.0,%
Annual Energy AC pre-curtailment (year 1),3561429.5914040455,kWh
Annual Energy loss from curtailment (year 1),0.0,%
Annual Energy loss from curtailment (year 1),0.0,kWh
Annual energy production as function of time,0.0,kW

Hour,System power generated (kW),Annual energy production as function of time (kW),Irradiance GHI from weather file (W/m2),Irradiance DNI from weather file (W/m2),Irradiance DHI from weather file (W/m2),Weather file ambient temperature (C),Weather file wind speed (m/s),Weather file snow depth (cm),Sun up over horizon (0/1),Shading factor for beam radiation (),Angle of incidence (deg),Plane of array irradiance (W/m2),Transmitted plane of array irradiance (W/m2),Module temperature (C),DC power loss due to snow (%),DC inverter input power (W),AC inverter output power (W),System power generated (kW),Annual energy production as function of time (kW),System power generated (kW),System power before grid interconnect (kW),System power before grid curtailment (kW)
10,799.7973686686602,799.7973686686602,213.0,188.0,147.0,4.0,0.5,nan,1.0,1.0,40.130912718177825,310.5120238966748,306.060391761522,15.409587299027066,1.0,834424.6567359843,799797.3686686602,799.7973686686602,799.7973686686602,799.7973686686602,0.0,799.7973686686602
11,1534.3579928385645,1534.3579928385645,333.0,538.0,119.0,4.0,0.5,nan,1.0,1.0,34.021856436609966,607.3741887151891,607.3741887151891,25.161662013975217,1.0,1594079.7958357735,1534357.9928385646,1534.3579928385645,1534.3579928385645,1534.3579928385645,0.0,1534.3579928385645
12,1140.2603014426734,1140.2603014426734,284.0,307.0,160.0,5.0,0.6000000238418579,nan,1.0,1.0,33.68665211192692,450.0330205600304,446.8906079257046,22.19103165707054,1.0,1185599.3915017534,1140260.3014426734,1140.2603014426734,1140.2603014426734,1140.2603014426734,0.0,1140.2603014426734
13,645.0856596959914,645.0856596959914,189.0,104.0,152.0,5.0,0.5,nan,1.0,1.0,39.27431014164406,253.05547549826417,247.42738386450714,14.989559976214025,1.0,675364.0912642305,645085.6596959913,645.0856596959914,645.0856596959914,645.0856596959914,0.0,645.0856596959914
14,157.8230436735435,157.8230436735435,74.0,0.0,74.0,4.0,0.5,nan,1.0,1.0,48.779945678730584,65.08602490281248,62.46430844531105,5.488206565259645,1.0,176495.92848155653,157823.0436735435,157.8230436735435,157.8230436735435,157.8230436735435,0.0,157.8230436735435
15,85.21529005853444,85.21529005853444,43.0,0.0,43.0,3.0,0.5,nan,1.0,1.0,60.3473281916784,38.13687245898756,36.60096735164764,1.7118583095198687,1.0,102428.05120795307,85215.29005853443,85.21529005853444,85.21529005853444,85.21529005853444,0.0,85.21529005853444
16,0.0,0.0,0.0,0.0,0.0,3.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,2.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,2.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,2.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,2.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,3.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,2.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,2.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,1.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,-1.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,611.9448216501678,611.9448216501678,110.0,504.0,42.0,0.0,0.699999988079071,nan,1.0,1.0,61.693552667569676,242.27830723791703,234.510690096943,6.22291585079671,1.0,641333.5479822216,611944.8216501678,611.9448216501678,611.9448216501678,611.9448216501678,0.0,611.9448216501678
33,182.14402731855057,182.14402731855057,81.0,0.0,81.0,0.0,0.8999999761581421,nan,1.0,1.0,49.95947585547737,73.20585925051947,70.25879443970605,1.2664884015711664,1.0,201321.52091859796,182144.02731855056,182.14402731855057,182.14402731855057,182.14402731855057,0.0,182.14402731855057
34,139.7826530005016,139.7826530005016,68.0,0.0,68.0,0.0,1.0,nan,1.0,1.0,40.12715043134949,57.189433952762016,54.88349672199096,-0.41484349686027144,1.0,158086.27273860006,139782.6530005016,139.7826530005016,139.7826530005016,139.7826530005016,0.0,139.7826530005016
35,57.596920937247454,57.596920937247454,32.0,0.0,32.0,0.0,1.0,nan,1.0,1.0,33.96528153878295,26.833429208456366,25.751404716117978,-1.5845537049187897,1.0,74272.47801850745,57596.92093724745,57.596920937247454,57.596920937247454,57.596920937247454,0.0,57.596920937247454
36,936.260735601857,936.260735601857,252.0,187.0,177.0,0.0,0.8999999761581421,nan,1.0,1.0,33.57904374681039,356.7141293564756,351.50021022268595,9.727986539438518,1.0,974992.2682733348,936260.7356018571,936.260735601857,936.260735601857,936.260735601857,0.0,936.260735601857
37,811.8232557764802,811.8232557764802,216.0,177.0,152.0,0.0,0.8999999761581421,nan,1.0,1.0,39.14079934152738,309.61154812960507,304.90950548607924,10.068171505100452,1.0,846802.1038298536,811823.2557764802,811.8232557764802,811.8232557764802,811.8232557764802,0.0,811.8232557764802
38,698.111802143269,698.111802143269,165.0,189.0,113.0,0.0,0.800000011920929,nan,1.0,1.0,48.64122091938271,265.746461512714,261.0873401179234,8.598552707714703,1.0,729844.4680319971,698111.802143269,698.111802143269,698.111802143269,698.111802143269,0.0,698.111802143269
39,58.704083713786986,58.704083713786986,33.0,0.0,33.0,-2.0,0.699999988079071,nan,1.0,1.0,60.21236795000278,27.689285531675136,26.572765658826786,-2.0845566541988205,1.0,75400.98350144108,58704.08371378698,58.704083713786986,58.704083713786986,58.704083713786986,0.0,58.704083713786986
40,0.0,0.0,0.0,0.0,0.0,-3.0,0.699999988079071,nan,1.0,1.0,72.52490042308528,0.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,-3.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,-4.0,0.8999999761581421,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,-5.0,1.100000023841858,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,-5.0,1.2999999523162842,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,-5.0,1.2999999523162842,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,-5.0,1.100000023841858,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,-5.0,1.100000023841858,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,54.553925397173685,54.553925397173685,31.0,0.0,31.0,-4.0,1.0,nan,1.0,1.0,61.74811738234499,26.012876723545187,24.963956567679027,-6.017601289899346,1.0,71170.90571717492,54553.92539717368,54.553925397173685,54.553925397173685,54.553925397173685,0.0,54.553925397173685
57,65.75945124006797,65.75945124006797,35.0,0.0,35.0,-4.0,1.100000023841858,nan,1.0,1.0,49.98826857731048,29.340404428758895,28.1572813135799,-5.685534221091473,1.0,82592.73485281685,65759.45124006797,65.75945124006797,65.75945124006797,65.75945124006797,0.0,65.75945124006797
58,130.46799927191324,130.46799927191324,63.0,0.0,63.0,-4.0,1.100000023841858,nan,1.0,1.0,40.11710278412842,52.95995562601208,50.824532945479525,-4.845898938818493,1.0,148582.63681915597,130467.99927191324,130.46799927191324,130.46799927191324,130.46799927191324,0.0,130.46799927191324
59,565.1802079049678,565.1802079049678,186.0,51.0,165.0,-4.0,1.100000023841858,nan,1.0,1.0,33.901562715689145,213.50305479907092,207.39845023299242,0.7941738355937673,1.0,593338.5336020526,565180.2079049678,565.1802079049678,565.1802079049678,565.1802079049678,0.0,565.1802079049678
60,950.8086595239678,950.8086595239678,252.0,193.0,174.0,-4.0,1.100000023841858,nan,1.0,1.0,33.46453312728894,357.81453177080334,352.8649867604195,6.425410914802399,1.0,989992.6285083541,950808.6595239678,950.8086595239678,950.8086595239678,950.8086595239678,0.0,950.8086595239678
61,1952.1983864269148,1952.1983864269148,379.0,809.0,86.0,-4.0,1.0,nan,1.0,1.0,39.00186910782062,757.1505064835665,757.1505064835665,19.976237031011635,1.0,2029529.8118488754,1952198.3864269147,1952.1983864269148,1952.1983864269148,1952.1983864269148,0.0,1952.1983864269148
62,1537.5080213716844,1537.5080213716844,274.0,725.0,73.0,-4.0,0.8999999761581421,nan,1.0,1.0,48.49877482898565,589.9524673923465,589.4358770676012,17.376930617014523,1.0,1597353.4435049377,1537508.0213716845,1537.5080213716844,1537.5080213716844,1537.5080213716844,0.0,1537.5080213716844
63,295.0854765777602,295.0854765777602,78.0,110.0,61.0,-4.0,0.800000011920929,nan,1.0,1.0,60.07506988125812,116.66647369347946,112.79983389027427,1.3336483460976183,1.0,316708.60393162066,295085.4765777602,295.0854765777602,295.0854765777602,295.0854765777602,0.0,295.0854765777602
64,0.0,0.0,0.0,0.0,0.0,-5.0,0.699999988079071,nan,1.0,1.0,72.41720634400362,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,-5.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,-5.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,-5.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,-5.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,-7.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,-7.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,-7.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,-5.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,-5.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,62.337505238467564,62.337505238467564,34.0,0.0,34.0,-4.0,0.5,nan,1.0,1.0,61.79846800001753,28.871331027768484,27.707463248286818,-6.386222015127316,1.0,79104.55929934804,62337.505238467566,62.337505238467564,62.337505238467564,62.337505238467564,0.0,62.337505238467564
81,65.57643800256211,65.57643800256211,35.0,0.0,35.0,-3.0,0.6000000238418579,nan,1.0,1.0,50.01185056845207,29.340371274959896,28.157249466108958,-4.996352142902765,1.0,82406.17562160791,65576.4380025621,65.57643800256211,65.57643800256211,65.57643800256211,0.0,65.57643800256211
82,177.17386523139677,177.17386523139677,82.0,0.0,82.0,-2.0,0.699999988079071,nan,1.0,1.0,40.10077377747448,70.54917023929119,67.70601157819826,-2.3017283848475927,1.0,196247.60458668155,177173.86523139678,177.17386523139677,177.17386523139677,177.17386523139677,0.0,177.17386523139677
83,523.0115432846899,523.0115432846899,179.0,40.0,162.0,-1.0,0.800000011920929,nan,1.0,1.0,33.83072457067337,200.37530431371061,194.26724153416072,3.7807227862214745,1.0,550085.4913031321,523011.54328468983,523.0115432846899,523.0115432846899,523.0115432846899,0.0,523.0115432846899
84,2024.7126080810199,2024.7126080810199,424.0,765.0,113.0,-1.0,0.800000011920929,nan,1.0,1.0,33.343165992373194,800.1051201495291,800.1051201495291,24.333139402296865,1.0,2105350.4467341946,2024712.60808102,2024.7126080810199,2024.7126080810199,2024.7126080810199,0.0,2024.7126080810199
85,264.3118780366446,264.3118780366446,116.0,0.0,116.0,-1.0,0.8999999761581421,nan,1.0,1.0,38.85760112794294,105.12566634192116,100.89384463142234,4.873032643095883,1.0,285251.91878925986,264311.8780366446,264.3118780366446,264.3118780366446,264.3118780366446,0.0,264.3118780366446
86,497.33368071707605,497.33368071707605,138.0,90.0,113.0,-1.0,0.800000011920929,nan,1.0,1.0,48.352714652120135,188.81603834351202,184.13721180365653,3.608822010175686,1.0,523758.9594723486,497333.68071707606,497.33368071707605,497.33368071707605,497.33368071707605,0.0,497.33368071707605
87,261.0186385433504,261.0186385433504,74.0,70.0,63.0,-1.0,0.6000000238418579,nan,1.0,1.0,59.935547693611106,103.92114236687304,100.29689181912673,1.330403003437766,1.0,281886.3211060873,261018.63854335036,261.0186385433504,261.0186385433504,261.0186385433504,0.0,261.0186385433504
88,0.0,0.0,0.0,0.0,0.0,-2.0,0.6000000238418579,nan,1.0,1.0,72.30718707672929,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,-3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,-3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,-3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,-3.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,-3.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,-4.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,-4.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,-4.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,-4.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,-4.0,0.699999988079071,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,-4.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,-4.0,0.8999999761581421,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,-4.0,0.8999999761581421,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,80.43224975896919,80.43224975896919,40.0,0.0,40.0,-4.0,1.0,nan,1.0,1.0,61.84455747316044,35.67738870113834,34.24071095507495,-5.672875047104753,1.0,97551.25894152987,80432.24975896919,80.43224975896919,80.43224975896919,80.43224975896919,0.0,80.43224975896919
105,1400.8907397402195,1400.8907397402195,253.0,635.0,85.0,-4.0,1.0,nan,1.0,1.0,50.030201712750994,528.1544923213432,525.720836297626,11.230727242634657,1.0,1455501.375857756,1400890.7397402194,1400.8907397402195,1400.8907397402195,1400.8907397402195,0.0,1400.8907397402195
106,278.30657410636934,278.30657410636934,119.0,0.0,119.0,-3.0,1.100000023841858,nan,1.0,1.0,40.07817106714245,108.88949655006529,104.507053538146,0.984178083076813,1.0,299555.70324606716,278306.57410636934,278.30657410636934,278.30657410636934,278.30657410636934,0.0,278.30657410636934
107,2101.1506214669957,2101.1506214669957,431.0,803.0,106.0,-3.0,1.100000023841858,nan,1.0,1.0,33.75279463257135,820.8657508096234,820.8657508096234,21.185419042450235,1.0,2185354.5626893016,2101150.6214669957,2101.1506214669957,2101.1506214669957,2101.1506214669957,0.0,2101.1506214669957
108,2096.5248814479237,2096.5248814479237,436.0,807.0,107.0,-3.0,1.100000023841858,nan,1.0,1.0,33.21499086865652,829.7281889200702,829.7281889200702,24.645819015487177,1.0,2180510.6542433277,2096524.8814479236,2096.5248814479237,2096.5248814479237,2096.5248814479237,0.0,2096.5248814479237
109,1972.169982081003,1972.169982081003,389.0,839.0,82.0,-4.0,1.0,nan,1.0,1.0,38.70808045046593,772.6753524085146,772.6753524085146,22.67435833727393,1.0,2050404.6156149895,1972169.9820810028,1972.169982081003,1972.169982081003,1972.169982081003,0.0,1972.169982081003
