Location,AZ
Solar technology,Photovoltaic (PVWatts)

Name,Value,Unit
Run lifetime simulation,0.0,0/1
Daily average solar irradiance,4.184982903583552,kWh/m2/day
Annual AC output,5935456.831634246,kWh
Annual energy,5935456.831634249,kWh
Capacity factor,13.551271305101025,%
Energy yield,1187.0913663268498,kWh/kW
Location ID,1187.0913663268498,
City,1187.0913663268498,
State,1187.0913663268498,
Latitude,43.09000015258789,deg
Longitude,-74.9000015258789,deg
Time zone,-5.0,hr
Site elevation,390.0,m
Inverter efficiency at rated power,96.0,%
Estimated number of rows in the system,130.0,
Time offset for interpreting time series outputs,0.5,hours
Estimated percent of total completed simulation,99.89726257324219,%
Capacity factor of the interconnection (year 1),0.0,%
Annual Energy AC pre-interconnection (year 1),0.0,kWh
Annual Energy AC (year 1),5935456.831634249,kWh
Annual Energy loss from interconnection limit (year 1),0.0,%
Annual Energy loss from interconnection limit (year 1),0.0,kWh
Capacity factor of the curtailment (year 1),0.0,%
Annual Energy AC pre-curtailment (year 1),5935456.831634249,kWh
Annual Energy loss from curtailment (year 1),0.0,%
Annual Energy loss from curtailment (year 1),0.0,kWh
Annual energy production as function of time,0.0,kW

Hour,System power generated (kW),Annual energy production as function of time (kW),Irradiance GHI from weather file (W/m2),Irradiance DNI from weather file (W/m2),Irradiance DHI from weather file (W/m2),Weather file ambient temperature (C),Weather file wind speed (m/s),Weather file snow depth (cm),Sun up over horizon (0/1),Shading factor for beam radiation (),Angle of incidence (deg),Plane of array irradiance (W/m2),Transmitted plane of array irradiance (W/m2),Module temperature (C),DC power loss due to snow (%),DC inverter input power (W),AC inverter output power (W),System power generated (kW),Annual energy production as function of time (kW),System power generated (kW),System power before grid interconnect (kW),System power before grid curtailment (kW)
10,1332.8865913070472,1332.8865913070472,213.0,188.0,147.0,4.0,0.5,nan,1.0,1.0,40.130912718177825,310.47921673025087,306.0342141378067,15.408229417193581,1.0,1390595.5598527517,1332886.591307047,1332.8865913070472,1332.8865913070472,1332.8865913070472,0.0,1332.8865913070472
11,2557.0629865522283,2557.0629865522283,333.0,538.0,119.0,4.0,0.5,nan,1.0,1.0,34.021856436609966,607.3223457348033,607.3223457348033,25.159772741551706,1.0,2656591.4675340853,2557062.986552228,2557.0629865522283,2557.0629865522283,2557.0629865522283,0.0,2557.0629865522283
12,1900.296892908269,1900.296892908269,284.0,307.0,160.0,5.0,0.6000000238418579,nan,1.0,1.0,33.68665211192692,449.9893503536974,446.85576242231116,22.18930322652875,1.0,1975857.4167493298,1900296.892908269,1900.296892908269,1900.296892908269,1900.296892908269,0.0,1900.296892908269
13,1075.045549876362,1075.045549876362,189.0,104.0,152.0,5.0,0.5,nan,1.0,1.0,39.27431014164406,253.0264928024284,247.40425787745787,14.988225703417072,1.0,1125506.9710197144,1075045.5498763619,1075.045549876362,1075.045549876362,1075.045549876362,0.0,1075.045549876362
14,262.99774617861874,262.99774617861874,74.0,0.0,74.0,4.0,0.5,nan,1.0,1.0,48.779945678730584,65.07479474406816,62.45534763272294,5.487515253745471,1.0,294118.3837740799,262997.74617861875,262.99774617861874,262.99774617861874,262.99774617861874,0.0,262.99774617861874
15,142.00187479665624,142.00187479665624,43.0,0.0,43.0,3.0,0.5,nan,1.0,1.0,60.3473281916784,38.1303468262037,36.595760392981575,1.7114901664164108,1.0,170689.34655530387,142001.87479665622,142.00187479665624,142.00187479665624,142.00187479665624,0.0,142.00187479665624
16,0.0,0.0,0.0,0.0,0.0,3.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,2.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,2.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,2.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,2.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,3.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,2.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,2.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,1.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.699999988079071,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,-1.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1019.8484374640253,1019.8484374640253,110.0,504.0,42.0,0.0,0.699999988079071,nan,1.0,1.0,61.693552667569676,242.26079179794414,234.49671410795045,6.222235280185828,1.0,1068828.0612853086,1019848.4374640253,1019.8484374640253,1019.8484374640253,1019.8484374640253,0.0,1019.8484374640253
33,303.5281119799548,303.5281119799548,81.0,0.0,81.0,0.0,0.8999999761581421,nan,1.0,1.0,49.95947585547737,73.19356677946148,70.24898598268393,1.2659371331073999,1.0,335489.65487263375,303528.1119799548,303.5281119799548,303.5281119799548,303.5281119799548,0.0,303.5281119799548
34,232.93273154155233,232.93273154155233,68.0,0.0,68.0,0.0,1.0,nan,1.0,1.0,40.12715043134949,57.17911434742939,54.87526246177485,-0.41528410232473334,1.0,263437.98388314643,232932.73154155232,232.93273154155233,232.93273154155233,232.93273154155233,0.0,232.93273154155233
35,95.9766896016808,95.9766896016808,32.0,0.0,32.0,0.0,1.0,nan,1.0,1.0,33.96528153878295,26.82857292359395,25.747529770133934,-1.5847887848080404,1.0,123768.93444225333,95976.6896016808,95.9766896016808,95.9766896016808,95.9766896016808,0.0,95.9766896016808
36,1560.3033723641445,1560.3033723641445,252.0,187.0,177.0,0.0,0.8999999761581421,nan,1.0,1.0,33.57904374681039,356.67541523105086,351.4693192949314,9.726658844945916,1.0,1624851.8599727212,1560303.3723641445,1560.3033723641445,1560.3033723641445,1560.3033723641445,0.0,1560.3033723641445
37,1352.9260485664386,1352.9260485664386,216.0,177.0,152.0,0.0,0.8999999761581421,nan,1.0,1.0,39.14079934152738,309.5783653890674,304.88302818278487,10.066849676401603,1.0,1411220.8245979794,1352926.0485664385,1352.9260485664386,1352.9260485664386,1352.9260485664386,0.0,1352.9260485664386
38,1163.431759165721,1163.431759165721,165.0,189.0,113.0,0.0,0.800000011920929,nan,1.0,1.0,48.64122091938271,265.7209224611741,261.066961897122,8.597471149108742,1.0,1216317.0933888108,1163431.7591657208,1163.431759165721,1163.431759165721,1163.431759165721,0.0,1163.431759165721
39,97.82176431233411,97.82176431233411,33.0,0.0,33.0,-2.0,0.699999988079071,nan,1.0,1.0,60.21236795000278,27.68427748791077,26.568769620780735,-2.0849555589612123,1.0,125649.57627514856,97821.76431233411,97.82176431233411,97.82176431233411,97.82176431233411,0.0,97.82176431233411
40,0.0,0.0,0.0,0.0,0.0,-3.0,0.699999988079071,nan,1.0,1.0,72.52490042308528,0.0,0.0,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,-3.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,-4.0,0.8999999761581421,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,-5.0,1.100000023841858,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,-5.0,1.2999999523162842,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,-5.0,1.2999999523162842,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,-5.0,1.2000000476837158,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,-5.0,1.100000023841858,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,-5.0,1.100000023841858,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,-5.0,1.0,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,90.9057733009358,90.9057733009358,31.0,0.0,31.0,-4.0,1.0,nan,1.0,1.0,61.74811738234499,26.008172197584724,24.96020271375698,-6.017768321664732,1.0,118600.4052183281,90905.7733009358,90.9057733009358,90.9057733009358,90.9057733009358,0.0,90.9057733009358
57,109.57885488649832,109.57885488649832,35.0,0.0,35.0,-4.0,1.100000023841858,nan,1.0,1.0,49.98826857731048,29.33509286719063,28.15304309140985,-5.685746743837456,1.0,137633.93557311466,109578.85488649832,109.57885488649832,109.57885488649832,109.57885488649832,0.0,109.57885488649832
58,217.4105261687188,217.4105261687188,63.0,0.0,63.0,-4.0,1.100000023841858,nan,1.0,1.0,40.11710278412842,52.950394815189206,50.81690414557343,-4.846262959630053,1.0,247600.85774907228,217410.5261687188,217.4105261687188,217.4105261687188,217.4105261687188,0.0,217.4105261687188
59,941.8654998892283,941.8654998892283,186.0,51.0,165.0,-4.0,1.100000023841858,nan,1.0,1.0,33.901562715689145,213.47479335468253,207.37589974974466,0.7931699769484339,1.0,988793.4036853355,941865.4998892283,941.8654998892283,941.8654998892283,941.8654998892283,0.0,941.8654998892283
60,1584.548864375132,1584.548864375132,252.0,193.0,174.0,-4.0,1.100000023841858,nan,1.0,1.0,33.46453312728894,357.7758452523969,352.83411786096593,6.424013491822279,1.0,1649851.3538848865,1584548.8643751321,1584.548864375132,1584.548864375132,1584.548864375132,0.0,1584.548864375132
61,3253.432859921355,3253.432859921355,379.0,809.0,86.0,-4.0,1.0,nan,1.0,1.0,39.00186910782062,757.0909894974081,757.0909894974081,19.974254805729686,1.0,3382308.149640292,3253432.859921355,3253.432859921355,3253.432859921355,3253.432859921355,0.0,3253.432859921355
62,2562.3776136527085,2562.3776136527085,274.0,725.0,73.0,-4.0,0.8999999761581421,nan,1.0,1.0,48.49877482898565,589.9089432825293,589.4011481381162,17.375284249034053,1.0,2662114.6534214104,2562377.6136527085,2562.3776136527085,2562.3776136527085,2562.3776136527085,0.0,2562.3776136527085
63,491.7664373950932,491.7664373950932,78.0,110.0,61.0,-4.0,0.800000011920929,nan,1.0,1.0,60.07506988125812,116.65444228101391,112.79023373815457,1.332936921945759,1.0,527804.0266929126,491766.4373950932,491.7664373950932,491.7664373950932,491.7664373950932,0.0,491.7664373950932
64,0.0,0.0,0.0,0.0,0.0,-5.0,0.699999988079071,nan,1.0,1.0,72.41720634400362,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,-5.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,-5.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,-5.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,-5.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,-7.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,-7.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,-7.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,-6.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,-5.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,-5.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,103.87671434512269,103.87671434512269,34.0,0.0,34.0,-4.0,0.5,nan,1.0,1.0,61.79846800001753,28.86617122510217,27.703346118178764,-6.3864351162168305,1.0,131821.4346730134,103876.71434512269,103.87671434512269,103.87671434512269,103.87671434512269,0.0,103.87671434512269
81,109.27389807373186,109.27389807373186,35.0,0.0,35.0,-3.0,0.6000000238418579,nan,1.0,1.0,50.01185056845207,29.335059713391633,28.153011243938906,-4.996607919329904,1.0,137323.07008361493,109273.89807373185,109.27389807373186,109.27389807373186,109.27389807373186,0.0,109.27389807373186
82,295.24335038383276,295.24335038383276,82.0,0.0,82.0,-2.0,0.699999988079071,nan,1.0,1.0,40.10077377747448,70.53672600933125,67.69608202911414,-2.3022523214578428,1.0,327031.94836412236,295243.35038383276,295.24335038383276,295.24335038383276,295.24335038383276,0.0,295.24335038383276
83,871.589548617222,871.589548617222,179.0,40.0,162.0,-1.0,0.800000011920929,nan,1.0,1.0,33.83072457067337,200.34818453909796,194.24560201656632,3.7796682875297165,1.0,916710.3446763095,871589.548617222,871.589548617222,871.589548617222,871.589548617222,0.0,871.589548617222
84,3374.271074046472,3374.271074046472,424.0,765.0,113.0,-1.0,0.800000011920929,nan,1.0,1.0,33.343165992373194,800.0390941912576,800.0390941912576,24.330969709286933,1.0,3508655.947189332,3374271.074046472,3374.271074046472,3374.271074046472,3374.271074046472,0.0,3374.271074046472
85,440.45661854522683,440.45661854522683,116.0,0.0,116.0,-1.0,0.8999999761581421,nan,1.0,1.0,38.85760112794294,105.10806230929491,100.87979795223016,4.872042118252864,1.0,475355.29697149195,440456.6185452268,440.45661854522683,440.45661854522683,440.45661854522683,0.0,440.45661854522683
86,828.8137621552834,828.8137621552834,138.0,90.0,113.0,-1.0,0.800000011920929,nan,1.0,1.0,48.352714652120135,188.79482803394612,184.12028758973554,3.6079442875507084,1.0,872853.9939545186,828813.7621552834,828.8137621552834,828.8137621552834,828.8137621552834,0.0,828.8137621552834
87,434.990491776626,434.990491776626,74.0,70.0,63.0,-1.0,0.6000000238418579,nan,1.0,1.0,59.935547693611106,103.90978826169973,100.28783210671482,1.3297932648677033,1.0,469769.07215737575,434990.49177662603,434.990491776626,434.990491776626,434.990491776626,0.0,434.990491776626
88,0.0,0.0,0.0,0.0,0.0,-2.0,0.6000000238418579,nan,1.0,1.0,72.30718707672929,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,-3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,-3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,-3.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,-3.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,-3.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,-4.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,-4.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,-4.0,0.4000000059604645,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,-4.0,0.6000000238418579,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,-4.0,0.699999988079071,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,-4.0,0.800000011920929,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,-4.0,0.8999999761581421,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,-4.0,0.8999999761581421,nan,0.0,1.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,134.0313060124109,134.0313060124109,40.0,0.0,40.0,-4.0,1.0,nan,1.0,1.0,61.84455747316044,35.67131834506032,34.23586727259489,-5.67309071958681,1.0,162562.54877560656,134031.3060124109,134.0313060124109,134.0313060124109,134.0313060124109,0.0,134.0313060124109
105,2334.6868902507645,2334.6868902507645,253.0,635.0,85.0,-4.0,1.0,nan,1.0,1.0,50.030201712750994,528.1145373955603,525.6889553055524,11.229415355236995,1.0,2425699.7213242906,2334686.8902507643,2334.6868902507645,2334.6868902507645,2334.6868902507645,0.0,2334.6868902507645
106,463.77831341526314,463.77831341526314,119.0,0.0,119.0,-3.0,1.100000023841858,nan,1.0,1.0,40.07817106714245,108.87143724073319,104.49264358276781,0.9833525257278097,1.0,499192.0653855323,463778.31341526314,463.77831341526314,463.77831341526314,463.77831341526314,0.0,463.77831341526314
107,3501.659553612044,3501.659553612044,431.0,803.0,106.0,-3.0,1.100000023841858,nan,1.0,1.0,33.75279463257135,820.7985953467355,820.7985953467355,21.183338725178658,1.0,3641987.272103458,3501659.553612044,3501.659553612044,3501.659553612044,3501.659553612044,0.0,3501.659553612044
108,3493.9525191162243,3493.9525191162243,436.0,807.0,107.0,-3.0,1.100000023841858,nan,1.0,1.0,33.21499086865652,829.6601647279537,829.6601647279537,24.64356398458,1.0,3633916.759896883,3493952.5191162243,3493.9525191162243,3493.9525191162243,3493.9525191162243,0.0,3493.9525191162243
109,3286.716610681315,3286.716610681315,389.0,839.0,82.0,-4.0,1.0,nan,1.0,1.0,38.70808045046593,772.6141978508501,772.6141978508501,22.672242327144716,1.0,3417097.080222762,3286716.610681315,3286.716610681315,3286.716610681315,3286.716610681315,0.0,3286.716610681315
